k,d,max_steps,n,acc
62,992,2,1048576,0.0
62,992,4,256,0.9996936274509803
62,992,4,4096,0.9825
62,992,4,65536,0.7990625
62,992,4,1048576,0.08235677083333333
62,992,64,256,1.0
62,992,64,4096,0.99875
62,992,64,65536,0.9850127551020408
62,992,64,1048576,0.815625
62,1008,1,256,0.02403846153846154
62,1008,1,4096,0.0
62,1008,1,65536,0.0
62,1008,1,1048576,0.0
62,1008,2,256,0.8550857843137255
62,1008,2,4096,0.3225
62,1008,2,65536,0.0065625
62,1008,2,1048576,0.0
62,1008,4,256,0.9993872549019608
62,1008,4,4096,0.988125
62,1008,4,65536,0.8325
62,1008,4,1048576,0.09993489583333333
62,1008,64,256,0.9996875
62,1008,64,4096,0.999375
62,1008,64,65536,0.9872448979591837
62,1008,64,1048576,0.8295138888888889
62,1024,1,256,0.03125
62,1024,1,4096,0.0
62,1024,1,65536,0.0
62,1024,1,1048576,0.0
62,1024,2,256,0.8584558823529411
62,1024,2,4096,0.3621875
62,1024,2,65536,0.0134375
62,1024,2,1048576,0.0
62,1024,4,256,0.9996936274509803
62,1024,4,4096,0.99
62,1024,4,65536,0.8440625
62,1024,4,1048576,0.15234375
62,1024,64,256,1.0
62,1024,64,4096,0.9996875
62,1024,64,65536,0.9904336734693877
62,1024,64,1048576,0.8635416666666667
63,16,1,256,0.0
63,16,1,4096,0.0
63,16,1,65536,0.0
63,16,1,1048576,0.0
63,16,2,256,0.0
63,16,2,4096,0.0
63,16,2,65536,0.0
63,16,2,1048576,0.0
63,16,4,256,0.0
63,16,4,4096,0.0
63,16,4,65536,0.0
63,16,4,1048576,0.0
63,16,64,256,0.0
63,16,64,4096,0.0
63,16,64,65536,0.0
63,16,64,1048576,0.0
63,32,1,256,0.0
63,32,1,4096,0.0
63,32,1,65536,0.0
63,32,1,1048576,0.0
63,32,2,256,0.0
63,32,2,4096,0.0
63,32,2,65536,0.0
63,32,2,1048576,0.0
63,32,4,256,0.0
63,32,4,4096,0.0
63,32,4,65536,0.0
63,32,4,1048576,0.0
63,32,64,256,0.0
63,32,64,4096,0.0
63,32,64,65536,0.0
63,32,64,1048576,0.0
63,48,1,256,0.0
63,48,1,4096,0.0
63,48,1,65536,0.0
63,48,1,1048576,0.0
63,48,2,256,0.0
63,48,2,4096,0.0
63,48,2,65536,0.0
63,48,2,1048576,0.0
63,48,4,256,0.0
63,48,4,4096,0.0
63,48,4,65536,0.0
63,48,4,1048576,0.0
63,48,64,256,0.0
63,48,64,4096,0.0
63,48,64,65536,0.0
63,48,64,1048576,0.0
63,64,1,256,0.0
63,64,1,4096,0.0
63,64,1,65536,0.0
63,64,1,1048576,0.0
63,64,2,256,0.0
63,64,2,4096,0.0
63,64,2,65536,0.0
63,64,2,1048576,0.0
63,64,4,256,0.0
63,64,4,4096,0.0
63,64,4,65536,0.0
63,64,4,1048576,0.0
63,64,64,256,0.0
63,64,64,4096,0.0
63,64,64,65536,0.0
63,64,64,1048576,0.0
63,80,1,256,0.0
63,80,1,4096,0.0
63,80,1,65536,0.0
63,80,1,1048576,0.0
63,80,2,256,0.0
63,80,2,4096,0.0
63,80,2,65536,0.0
63,80,2,1048576,0.0
63,80,4,256,0.0
63,80,4,4096,0.0
63,80,4,65536,0.0
63,80,4,1048576,0.0
63,80,64,256,0.0
63,80,64,4096,0.0
63,80,64,65536,0.0
63,80,64,1048576,0.0
63,96,1,256,0.0
63,96,1,4096,0.0
63,96,1,65536,0.0
63,96,1,1048576,0.0
63,96,2,256,0.0
63,96,2,4096,0.0
63,96,2,65536,0.0
63,96,2,1048576,0.0
63,96,4,256,0.0
63,96,4,4096,0.0
63,96,4,65536,0.0
63,96,4,1048576,0.0
63,96,64,256,0.0
63,96,64,4096,0.0
63,96,64,65536,0.0
63,96,64,1048576,0.0
63,112,1,256,0.0
63,112,1,4096,0.0
63,112,1,65536,0.0
63,112,1,1048576,0.0
63,112,2,256,0.0
63,112,2,4096,0.0
63,112,2,65536,0.0
63,112,2,1048576,0.0
63,112,4,256,0.0
63,112,4,4096,0.0
63,112,4,65536,0.0
63,112,4,1048576,0.0
63,112,64,256,0.0
63,112,64,4096,0.0
63,112,64,65536,0.0
63,112,64,1048576,0.0
63,128,1,256,0.0
63,128,1,4096,0.0
63,128,1,65536,0.0
63,128,1,1048576,0.0
63,128,2,256,0.0
63,128,2,4096,0.0
63,128,2,65536,0.0
63,128,2,1048576,0.0
63,128,4,256,0.0
63,128,4,4096,0.0
63,128,4,65536,0.0
63,128,4,1048576,0.0
63,128,64,256,0.0
63,128,64,4096,0.0
63,128,64,65536,0.0
63,128,64,1048576,0.0
63,144,1,256,0.0
63,144,1,4096,0.0
63,144,1,65536,0.0
63,144,1,1048576,0.0
63,144,2,256,0.0
63,144,2,4096,0.0
63,144,2,65536,0.0
63,144,2,1048576,0.0
63,144,4,256,0.0
63,144,4,4096,0.0
63,144,4,65536,0.0
63,144,4,1048576,0.0
63,144,64,256,0.0
63,144,64,4096,0.0
63,144,64,65536,0.0
63,144,64,1048576,0.0
63,160,1,256,0.0
63,160,1,4096,0.0
63,160,1,65536,0.0
63,160,1,1048576,0.0
63,160,2,256,0.0
63,160,2,4096,0.0
63,160,2,65536,0.0
63,160,2,1048576,0.0
63,160,4,256,0.0
63,160,4,4096,0.0
63,160,4,65536,0.0
63,160,4,1048576,0.0
63,160,64,256,0.0025
63,160,64,4096,0.0
63,160,64,65536,0.0
63,160,64,1048576,0.0
63,176,1,256,0.0
63,176,1,4096,0.0
63,176,1,65536,0.0
63,176,1,1048576,0.0
63,176,2,256,0.0
63,176,2,4096,0.0
63,176,2,65536,0.0
63,176,2,1048576,0.0
63,176,4,256,0.0
63,176,4,4096,0.0
63,176,4,65536,0.0
63,176,4,1048576,0.0
63,176,64,256,0.0084375
63,176,64,4096,0.0
63,176,64,65536,0.0
63,176,64,1048576,0.0
63,192,1,256,0.0
63,192,1,4096,0.0
63,192,1,65536,0.0
63,192,1,1048576,0.0
63,192,2,256,0.0
63,192,2,4096,0.0
63,192,2,65536,0.0
63,192,2,1048576,0.0
63,192,4,256,0.0
63,192,4,4096,0.0
63,192,4,65536,0.0
63,192,4,1048576,0.0
63,192,64,256,0.0259375
63,192,64,4096,0.0
63,192,64,65536,0.0
63,192,64,1048576,0.0
63,208,1,256,0.0
63,208,1,4096,0.0
63,208,1,65536,0.0
63,208,1,1048576,0.0
63,208,2,256,0.0
63,208,2,4096,0.0
63,208,2,65536,0.0
63,208,2,1048576,0.0
63,208,4,256,0.0
63,208,4,4096,0.0
63,208,4,65536,0.0
63,208,4,1048576,0.0
63,208,64,256,0.0671875
63,208,64,4096,0.0
63,208,64,65536,0.0
63,208,64,1048576,0.0
63,224,1,256,0.0
63,224,1,4096,0.0
63,224,1,65536,0.0
63,224,1,1048576,0.0
63,224,2,256,0.0
63,224,2,4096,0.0
63,224,2,65536,0.0
63,224,2,1048576,0.0
63,224,4,256,0.00030637254901960784
63,224,4,4096,0.0
63,224,4,65536,0.0
63,224,4,1048576,0.0
63,224,64,256,0.1265625
63,224,64,4096,0.0
63,224,64,65536,0.0
63,224,64,1048576,0.0
63,240,1,256,0.0
63,240,1,4096,0.0
63,240,1,65536,0.0
63,240,1,1048576,0.0
63,240,2,256,0.0
63,240,2,4096,0.0
63,240,2,65536,0.0
63,240,2,1048576,0.0
63,240,4,256,0.0009191176470588235
63,240,4,4096,0.0
63,240,4,65536,0.0
63,240,4,1048576,0.0
63,240,64,256,0.1975
63,240,64,4096,0.0
63,240,64,65536,0.0
63,240,64,1048576,0.0
63,256,1,256,0.0
63,256,1,4096,0.0
63,256,1,65536,0.0
63,256,1,1048576,0.0
63,256,2,256,0.0
63,256,2,4096,0.0
63,256,2,65536,0.0
63,256,2,1048576,0.0
63,256,4,256,0.0015318627450980392
63,256,4,4096,0.0
63,256,4,65536,0.0
63,256,4,1048576,0.0
63,256,64,256,0.28875
63,256,64,4096,0.0
63,256,64,65536,0.0
63,256,64,1048576,0.0
63,272,1,256,0.0
63,272,1,4096,0.0
63,272,1,65536,0.0
63,272,1,1048576,0.0
63,272,2,256,0.0
63,272,2,4096,0.0
63,272,2,65536,0.0
63,272,2,1048576,0.0
63,272,4,256,0.004901960784313725
63,272,4,4096,0.0
63,272,4,65536,0.0
63,272,4,1048576,0.0
63,272,64,256,0.36125
63,272,64,4096,0.0
63,272,64,65536,0.0
63,272,64,1048576,0.0
63,288,1,256,0.0
63,288,1,4096,0.0
63,288,1,65536,0.0
63,288,1,1048576,0.0
63,288,2,256,0.0
63,288,2,4096,0.0
63,288,2,65536,0.0
63,288,2,1048576,0.0
63,288,4,256,0.0070465686274509805
63,288,4,4096,0.0
63,288,4,65536,0.0
63,288,4,1048576,0.0
63,288,64,256,0.4471875
63,288,64,4096,0.0
63,288,64,65536,0.0
63,288,64,1048576,0.0
63,304,1,256,0.0
63,304,1,4096,0.0
63,304,1,65536,0.0
63,304,1,1048576,0.0
63,304,2,256,0.0
63,304,2,4096,0.0
63,304,2,65536,0.0
63,304,2,1048576,0.0
63,304,4,256,0.01715686274509804
63,304,4,4096,0.0
63,304,4,65536,0.0
63,304,4,1048576,0.0
63,304,64,256,0.5434375
63,304,64,4096,0.0
63,304,64,65536,0.0
63,304,64,1048576,0.0
63,320,1,256,0.0
63,320,1,4096,0.0
63,320,1,65536,0.0
63,320,1,1048576,0.0
63,320,2,256,0.0
63,320,2,4096,0.0
63,320,2,65536,0.0
63,320,2,1048576,0.0
63,320,4,256,0.03768382352941176
63,320,4,4096,0.0
63,320,4,65536,0.0
63,320,4,1048576,0.0
63,320,64,256,0.6078125
63,320,64,4096,0.0034375
63,320,64,65536,0.0
63,320,64,1048576,0.0
63,336,1,256,0.0
63,336,1,4096,0.0
63,336,1,65536,0.0
63,336,1,1048576,0.0
63,336,2,256,0.0
63,336,2,4096,0.0
63,336,2,65536,0.0
63,336,2,1048576,0.0
63,336,4,256,0.07996323529411764
63,336,4,4096,0.0
63,336,4,65536,0.0
63,336,4,1048576,0.0
63,336,64,256,0.68625
63,336,64,4096,0.0075
63,336,64,65536,0.0
63,336,64,1048576,0.0
63,352,1,256,0.0
63,352,1,4096,0.0
63,352,1,65536,0.0
63,352,1,1048576,0.0
63,352,2,256,0.0
63,352,2,4096,0.0
63,352,2,65536,0.0
63,352,2,1048576,0.0
63,352,4,256,0.11580882352941177
63,352,4,4096,0.0
63,352,4,65536,0.0
63,352,4,1048576,0.0
63,352,64,256,0.7253125
63,352,64,4096,0.015
63,352,64,65536,0.0
63,352,64,1048576,0.0
63,368,1,256,0.0
63,368,1,4096,0.0
63,368,1,65536,0.0
63,368,1,1048576,0.0
63,368,2,256,0.0
63,368,2,4096,0.0
63,368,2,65536,0.0
63,368,2,1048576,0.0
63,368,4,256,0.16145833333333334
63,368,4,4096,0.0
63,368,4,65536,0.0
63,368,4,1048576,0.0
63,368,64,256,0.80375
63,368,64,4096,0.0440625
63,368,64,65536,0.0
63,368,64,1048576,0.0
63,384,1,256,0.0
63,384,1,4096,0.0
63,384,1,65536,0.0
63,384,1,1048576,0.0
63,384,2,256,0.0
63,384,2,4096,0.0
63,384,2,65536,0.0
63,384,2,1048576,0.0
63,384,4,256,0.23284313725490197
63,384,4,4096,0.0
63,384,4,65536,0.0
63,384,4,1048576,0.0
63,384,64,256,0.840625
63,384,64,4096,0.07625
63,384,64,65536,0.0
63,384,64,1048576,0.0
63,400,1,256,0.0
63,400,1,4096,0.0
63,400,1,65536,0.0
63,400,1,1048576,0.0
63,400,2,256,0.0006127450980392157
63,400,2,4096,0.0
63,400,2,65536,0.0
63,400,2,1048576,0.0
63,400,4,256,0.3069852941176471
63,400,4,4096,0.0
63,400,4,65536,0.0
63,400,4,1048576,0.0
63,400,64,256,0.8646875
63,400,64,4096,0.1175
63,400,64,65536,0.0
63,400,64,1048576,0.0
63,416,1,256,0.0
63,416,1,4096,0.0
63,416,1,65536,0.0
63,416,1,1048576,0.0
63,416,2,256,0.0012254901960784314
63,416,2,4096,0.0
63,416,2,65536,0.0
63,416,2,1048576,0.0
63,416,4,256,0.35355392156862747
63,416,4,4096,0.0
63,416,4,65536,0.0
63,416,4,1048576,0.0
63,416,64,256,0.8921875
63,416,64,4096,0.18125
63,416,64,65536,0.0
63,416,64,1048576,0.0
63,432,1,256,0.0
63,432,1,4096,0.0
63,432,1,65536,0.0
63,432,1,1048576,0.0
63,432,2,256,0.002144607843137255
63,432,2,4096,0.0
63,432,2,65536,0.0
63,432,2,1048576,0.0
63,432,4,256,0.4362745098039216
63,432,4,4096,0.000625
63,432,4,65536,0.0
63,432,4,1048576,0.0
63,432,64,256,0.9115625
63,432,64,4096,0.2503125
63,432,64,65536,0.0
63,432,64,1048576,0.0
63,448,1,256,0.0
63,448,1,4096,0.0
63,448,1,65536,0.0
63,448,1,1048576,0.0
63,448,2,256,0.001838235294117647
63,448,2,4096,0.0
63,448,2,65536,0.0
63,448,2,1048576,0.0
63,448,4,256,0.524203431372549
63,448,4,4096,0.0009375
63,448,4,65536,0.0
63,448,4,1048576,0.0
63,448,64,256,0.9296875
63,448,64,4096,0.3271875
63,448,64,65536,0.0
63,448,64,1048576,0.0
63,464,1,256,0.0
63,464,1,4096,0.0
63,464,1,65536,0.0
63,464,1,1048576,0.0
63,464,2,256,0.0033700980392156864
63,464,2,4096,0.0
63,464,2,65536,0.0
63,464,2,1048576,0.0
63,464,4,256,0.5670955882352942
63,464,4,4096,0.003125
63,464,4,65536,0.0
63,464,4,1048576,0.0
63,464,64,256,0.9434375
63,464,64,4096,0.4134375
63,464,64,65536,0.00031887755102040814
63,464,64,1048576,0.0
63,480,1,256,0.0
63,480,1,4096,0.0
63,480,1,65536,0.0
63,480,1,1048576,0.0
63,480,2,256,0.009497549019607842
63,480,2,4096,0.0
63,480,2,65536,0.0
63,480,2,1048576,0.0
63,480,4,256,0.6513480392156863
63,480,4,4096,0.0065625
63,480,4,65536,0.0
63,480,4,1048576,0.0
63,480,64,256,0.9584375
63,480,64,4096,0.490625
63,480,64,65536,0.00031887755102040814
63,480,64,1048576,0.0
63,496,1,256,0.0
63,496,1,4096,0.0
63,496,1,65536,0.0
63,496,1,1048576,0.0
63,496,2,256,0.01133578431372549
63,496,2,4096,0.0
63,496,2,65536,0.0
63,496,2,1048576,0.0
63,496,4,256,0.7129289215686274
63,496,4,4096,0.018125
63,496,4,65536,0.0
63,496,4,1048576,0.0
63,496,64,256,0.9546875
63,496,64,4096,0.56
63,496,64,65536,0.0009566326530612245
63,496,64,1048576,0.0
63,512,1,256,0.0
63,512,1,4096,0.0
63,512,1,65536,0.0
63,512,1,1048576,0.0
63,512,2,256,0.018688725490196078
63,512,2,4096,0.0
63,512,2,65536,0.0
63,512,2,1048576,0.0
63,512,4,256,0.7478553921568627
63,512,4,4096,0.0346875
63,512,4,65536,0.0
63,512,4,1048576,0.0
63,512,64,256,0.9659375
63,512,64,4096,0.6346875
63,512,64,65536,0.00350765306122449
63,512,64,1048576,0.0
63,528,1,256,0.0
63,528,1,4096,0.0
63,528,1,65536,0.0
63,528,1,1048576,0.0
63,528,2,256,0.02665441176470588
63,528,2,4096,0.0
63,528,2,65536,0.0
63,528,2,1048576,0.0
63,528,4,256,0.7935049019607843
63,528,4,4096,0.0534375
63,528,4,65536,0.0
63,528,4,1048576,0.0
63,528,64,256,0.9821875
63,528,64,4096,0.6715625
63,528,64,65536,0.01211734693877551
63,528,64,1048576,0.0
63,544,1,256,0.0
63,544,1,4096,0.0
63,544,1,65536,0.0
63,544,1,1048576,0.0
63,544,2,256,0.041666666666666664
63,544,2,4096,0.0
63,544,2,65536,0.0
63,544,2,1048576,0.0
63,544,4,256,0.828125
63,544,4,4096,0.08875
63,544,4,65536,0.0
63,544,4,1048576,0.0
63,544,64,256,0.9803125
63,544,64,4096,0.726875
63,544,64,65536,0.017538265306122448
63,544,64,1048576,0.0
63,560,1,256,0.0
63,560,1,4096,0.0
63,560,1,65536,0.0
63,560,1,1048576,0.0
63,560,2,256,0.05330882352941176
63,560,2,4096,0.0
63,560,2,65536,0.0
63,560,2,1048576,0.0
63,560,4,256,0.8578431372549019
63,560,4,4096,0.130625
63,560,4,65536,0.0
63,560,4,1048576,0.0
63,560,64,256,0.9834375
63,560,64,4096,0.7665625
63,560,64,65536,0.04081632653061224
63,560,64,1048576,0.0
63,576,1,256,0.0
63,576,1,4096,0.0
63,576,1,65536,0.0
63,576,1,1048576,0.0
63,576,2,256,0.06832107843137254
63,576,2,4096,0.0
63,576,2,65536,0.0
63,576,2,1048576,0.0
63,576,4,256,0.8866421568627451
63,576,4,4096,0.1896875
63,576,4,65536,0.0
63,576,4,1048576,0.0
63,576,64,256,0.9896875
63,576,64,4096,0.8153125
63,576,64,65536,0.06600765306122448
63,576,64,1048576,0.0
63,592,1,256,0.0
63,592,1,4096,0.0
63,592,1,65536,0.0
63,592,1,1048576,0.0
63,592,2,256,0.08823529411764706
63,592,2,4096,0.0
63,592,2,65536,0.0
63,592,2,1048576,0.0
63,592,4,256,0.9016544117647058
63,592,4,4096,0.2471875
63,592,4,65536,0.0
63,592,4,1048576,0.0
63,592,64,256,0.9890625
63,592,64,4096,0.8453125
63,592,64,65536,0.10586734693877552
63,592,64,1048576,0.0
63,608,1,256,0.0
63,608,1,4096,0.0
63,608,1,65536,0.0
63,608,1,1048576,0.0
63,608,2,256,0.10110294117647059
63,608,2,4096,0.0
63,608,2,65536,0.0
63,608,2,1048576,0.0
63,608,4,256,0.9212622549019608
63,608,4,4096,0.3134375
63,608,4,65536,0.0
63,608,4,1048576,0.0
63,608,64,256,0.9921875
63,608,64,4096,0.880625
63,608,64,65536,0.1527423469387755
63,608,64,1048576,0.0
63,624,1,256,0.0
63,624,1,4096,0.0
63,624,1,65536,0.0
63,624,1,1048576,0.0
63,624,2,256,0.13174019607843138
63,624,2,4096,0.0
63,624,2,65536,0.0
63,624,2,1048576,0.0
63,624,4,256,0.9347426470588235
63,624,4,4096,0.3790625
63,624,4,65536,0.0
63,624,4,1048576,0.0
63,624,64,256,0.9928125
63,624,64,4096,0.8928125
63,624,64,65536,0.22480867346938777
63,624,64,1048576,0.0
63,640,1,256,0.0
63,640,1,4096,0.0
63,640,1,65536,0.0
63,640,1,1048576,0.0
63,640,2,256,0.16911764705882354
63,640,2,4096,0.0
63,640,2,65536,0.0
63,640,2,1048576,0.0
63,640,4,256,0.9497549019607843
63,640,4,4096,0.446875
63,640,4,65536,0.0003125
63,640,4,1048576,0.0
63,640,64,256,0.995
63,640,64,4096,0.91375
63,640,64,65536,0.28603316326530615
63,640,64,1048576,0.0
63,656,1,256,0.0
63,656,1,4096,0.0
63,656,1,65536,0.0
63,656,1,1048576,0.0
63,656,2,256,0.19699754901960784
63,656,2,4096,0.0
63,656,2,65536,0.0
63,656,2,1048576,0.0
63,656,4,256,0.9607843137254902
63,656,4,4096,0.4921875
63,656,4,65536,0.0003125
63,656,4,1048576,0.0
63,656,64,256,0.996875
63,656,64,4096,0.9284375
63,656,64,65536,0.3478954081632653
63,656,64,1048576,0.0
63,672,1,256,0.0
63,672,1,4096,0.0
63,672,1,65536,0.0
63,672,1,1048576,0.0
63,672,2,256,0.22120098039215685
63,672,2,4096,0.000625
63,672,2,65536,0.0
63,672,2,1048576,0.0
63,672,4,256,0.9659926470588235
63,672,4,4096,0.5584375
63,672,4,65536,0.0040625
63,672,4,1048576,0.0
63,672,64,256,0.9953125
63,672,64,4096,0.9415625
63,672,64,65536,0.4276147959183674
63,672,64,1048576,0.0006944444444444445
63,688,1,256,0.0
63,688,1,4096,0.0
63,688,1,65536,0.0
63,688,1,1048576,0.0
63,688,2,256,0.25827205882352944
63,688,2,4096,0.001875
63,688,2,65536,0.0
63,688,2,1048576,0.0
63,688,4,256,0.9705882352941176
63,688,4,4096,0.6171875
63,688,4,65536,0.0046875
63,688,4,1048576,0.0
63,688,64,256,0.998125
63,688,64,4096,0.950625
63,688,64,65536,0.4945790816326531
63,688,64,1048576,0.00034722222222222224
63,704,1,256,0.00030048076923076925
63,704,1,4096,0.0
63,704,1,65536,0.0
63,704,1,1048576,0.0
63,704,2,256,0.29503676470588236
63,704,2,4096,0.00125
63,704,2,65536,0.0
63,704,2,1048576,0.0
63,704,4,256,0.9776348039215687
63,704,4,4096,0.6825
63,704,4,65536,0.0096875
63,704,4,1048576,0.0
63,704,64,256,0.99875
63,704,64,4096,0.96625
63,704,64,65536,0.5586734693877551
63,704,64,1048576,0.003472222222222222
63,720,1,256,0.0009014423076923077
63,720,1,4096,0.0
63,720,1,65536,0.0
63,720,1,1048576,0.0
63,720,2,256,0.33517156862745096
63,720,2,4096,0.001875
63,720,2,65536,0.0
63,720,2,1048576,0.0
63,720,4,256,0.9782475490196079
63,720,4,4096,0.721875
63,720,4,65536,0.021875
63,720,4,1048576,0.0
63,720,64,256,0.99875
63,720,64,4096,0.97125
63,720,64,65536,0.6320153061224489
63,720,64,1048576,0.007291666666666667
63,736,1,256,0.0
63,736,1,4096,0.0
63,736,1,65536,0.0
63,736,1,1048576,0.0
63,736,2,256,0.3639705882352941
63,736,2,4096,0.0034375
63,736,2,65536,0.0
63,736,2,1048576,0.0
63,736,4,256,0.9840686274509803
63,736,4,4096,0.7615625
63,736,4,65536,0.0425
63,736,4,1048576,0.0
63,736,64,256,0.9984375
63,736,64,4096,0.9778125
63,736,64,65536,0.6792091836734694
63,736,64,1048576,0.0125
63,752,1,256,0.00030048076923076925
63,752,1,4096,0.0
63,752,1,65536,0.0
63,752,1,1048576,0.0
63,752,2,256,0.4065563725490196
63,752,2,4096,0.00625
63,752,2,65536,0.0
63,752,2,1048576,0.0
63,752,4,256,0.984375
63,752,4,4096,0.7953125
63,752,4,65536,0.0571875
63,752,4,1048576,0.0
63,752,64,256,0.9984375
63,752,64,4096,0.9840625
63,752,64,65536,0.7334183673469388
63,752,64,1048576,0.029166666666666667
63,768,1,256,0.00030048076923076925
63,768,1,4096,0.0
63,768,1,65536,0.0
63,768,1,1048576,0.0
63,768,2,256,0.4414828431372549
63,768,2,4096,0.0078125
63,768,2,65536,0.0
63,768,2,1048576,0.0
63,768,4,256,0.9886642156862745
63,768,4,4096,0.8346875
63,768,4,65536,0.09125
63,768,4,1048576,0.0
63,768,64,256,0.9978125
63,768,64,4096,0.9821875
63,768,64,65536,0.7684948979591837
63,768,64,1048576,0.05451388888888889
63,784,1,256,0.0006009615384615385
63,784,1,4096,0.0
63,784,1,65536,0.0
63,784,1,1048576,0.0
63,784,2,256,0.48192401960784315
63,784,2,4096,0.0109375
63,784,2,65536,0.0
63,784,2,1048576,0.0
63,784,4,256,0.9911151960784313
63,784,4,4096,0.8596875
63,784,4,65536,0.12625
63,784,4,1048576,0.0
63,784,64,256,0.9990625
63,784,64,4096,0.9865625
63,784,64,65536,0.7987882653061225
63,784,64,1048576,0.06979166666666667
63,800,1,256,0.0006009615384615385
63,800,1,4096,0.0
63,800,1,65536,0.0
63,800,1,1048576,0.0
63,800,2,256,0.5171568627450981
63,800,2,4096,0.015625
63,800,2,65536,0.0
63,800,2,1048576,0.0
63,800,4,256,0.9926470588235294
63,800,4,4096,0.875
63,800,4,65536,0.1721875
63,800,4,1048576,0.0
63,800,64,256,0.9990625
63,800,64,4096,0.989375
63,800,64,65536,0.8345025510204082
63,800,64,1048576,0.1111111111111111
63,816,1,256,0.0018028846153846155
63,816,1,4096,0.0
63,816,1,65536,0.0
63,816,1,1048576,0.0
63,816,2,256,0.5530024509803921
63,816,2,4096,0.025
63,816,2,65536,0.0
63,816,2,1048576,0.0
63,816,4,256,0.9938725490196079
63,816,4,4096,0.888125
63,816,4,65536,0.226875
63,816,4,1048576,0.0
63,816,64,256,0.9996875
63,816,64,4096,0.9909375
63,816,64,65536,0.8679846938775511
63,816,64,1048576,0.13923611111111112
63,832,1,256,0.0015024038461538462
63,832,1,4096,0.0
63,832,1,65536,0.0
63,832,1,1048576,0.0
63,832,2,256,0.5860906862745098
63,832,2,4096,0.0390625
63,832,2,65536,0.0
63,832,2,1048576,0.0
63,832,4,256,0.9963235294117647
63,832,4,4096,0.9125
63,832,4,65536,0.281875
63,832,4,1048576,0.0
63,832,64,256,1.0
63,832,64,4096,0.9946875
63,832,64,65536,0.8874362244897959
63,832,64,1048576,0.215625
63,848,1,256,0.002704326923076923
63,848,1,4096,0.0
63,848,1,65536,0.0
63,848,1,1048576,0.0
63,848,2,256,0.6151960784313726
63,848,2,4096,0.0503125
63,848,2,65536,0.0
63,848,2,1048576,0.0
63,848,4,256,0.9950980392156863
63,848,4,4096,0.925
63,848,4,65536,0.3471875
63,848,4,1048576,0.0003255208333333333
63,848,64,256,0.9996875
63,848,64,4096,0.9925
63,848,64,65536,0.9043367346938775
63,848,64,1048576,0.2659722222222222
63,864,1,256,0.002704326923076923
63,864,1,4096,0.0
63,864,1,65536,0.0
63,864,1,1048576,0.0
63,864,2,256,0.6341911764705882
63,864,2,4096,0.0659375
63,864,2,65536,0.0
63,864,2,1048576,0.0
63,864,4,256,0.9966299019607843
63,864,4,4096,0.940625
63,864,4,65536,0.3928125
63,864,4,1048576,0.0
63,864,64,256,0.999375
63,864,64,4096,0.994375
63,864,64,65536,0.9145408163265306
63,864,64,1048576,0.3232638888888889
63,880,1,256,0.005709134615384615
63,880,1,4096,0.0
63,880,1,65536,0.0
63,880,1,1048576,0.0
63,880,2,256,0.6819852941176471
63,880,2,4096,0.0753125
63,880,2,65536,0.0
63,880,2,1048576,0.0
63,880,4,256,0.9963235294117647
63,880,4,4096,0.9496875
63,880,4,65536,0.455
63,880,4,1048576,0.0009765625
63,880,64,256,0.9996875
63,880,64,4096,0.9934375
63,880,64,65536,0.9343112244897959
63,880,64,1048576,0.3927083333333333
63,896,1,256,0.004206730769230769
63,896,1,4096,0.0
63,896,1,65536,0.0
63,896,1,1048576,0.0
63,896,2,256,0.696078431372549
63,896,2,4096,0.0953125
63,896,2,65536,0.0
63,896,2,1048576,0.0
63,896,4,256,0.9981617647058824
63,896,4,4096,0.96125
63,896,4,65536,0.510625
63,896,4,1048576,0.0006510416666666666
63,896,64,256,1.0
63,896,64,4096,0.996875
63,896,64,65536,0.9454719387755102
63,896,64,1048576,0.46319444444444446
63,912,1,256,0.007512019230769231
63,912,1,4096,0.0
63,912,1,65536,0.0
63,912,1,1048576,0.0
63,912,2,256,0.7303921568627451
63,912,2,4096,0.1284375
63,912,2,65536,0.0
63,912,2,1048576,0.0
63,912,4,256,0.9981617647058824
63,912,4,4096,0.9659375
63,912,4,65536,0.5534375
63,912,4,1048576,0.004557291666666667
63,912,64,256,0.9996875
63,912,64,4096,0.9965625
63,912,64,65536,0.9553571428571429
63,912,64,1048576,0.5131944444444444
63,928,1,256,0.009014423076923076
63,928,1,4096,0.0
63,928,1,65536,0.0
63,928,1,1048576,0.0
63,928,2,256,0.7643995098039216
63,928,2,4096,0.1496875
63,928,2,65536,0.0003125
63,928,2,1048576,0.0
63,928,4,256,0.9993872549019608
63,928,4,4096,0.9709375
63,928,4,65536,0.61
63,928,4,1048576,0.0087890625
63,928,64,256,1.0
63,928,64,4096,0.998125
63,928,64,65536,0.9649234693877551
63,928,64,1048576,0.5784722222222223
63,944,1,256,0.011117788461538462
63,944,1,4096,0.0
63,944,1,65536,0.0
63,944,1,1048576,0.0
63,944,2,256,0.7824754901960784
63,944,2,4096,0.1834375
63,944,2,65536,0.0
63,944,2,1048576,0.0
63,944,4,256,0.9981617647058824
63,944,4,4096,0.9703125
63,944,4,65536,0.6696875
63,944,4,1048576,0.016927083333333332
63,944,64,256,1.0
63,944,64,4096,0.999375
63,944,64,65536,0.9706632653061225
63,944,64,1048576,0.6402777777777777
63,960,1,256,0.014423076923076924
63,960,1,4096,0.0
63,960,1,65536,0.0
63,960,1,1048576,0.0
